0	285944.21198521985	6280323.438462832
1	285145.24771454604	6277511.7390403235
10	285905.8205969685	6278221.554922925
100	284866.9360435618	6276738.049471058
1000	298214.00970134913	6270875.752323276
10000	285523.72727451083	6262745.048942086
10001	282437.8239248713	6266256.005317859
10002	287046.1757146074	6262900.389960402
10003	285855.5801862201	6259582.115278888
10004	285077.98993272224	6265154.686420612
10005	280187.7519334657	6261834.613054236
10006	281831.7059404788	6265098.260727547
10007	287231.93729914044	6264048.005483662
10008	283777.8339697727	6261480.394223488
10009	285929.22160592803	6265582.81746156
1001	304322.57532066276	6270648.363430928
10010	285269.0855080214	6261937.346788042
10011	286519.810083185	6266493.463067892
10012	283345.9385289737	6265212.424674652
10013	286845.79167538637	6265169.52759611
10014	286602.540456852	6261102.508385658
10015	285848.4075073727	6266170.831000517
10016	284333.7724927247	6264508.968803164
10017	282167.150910348	6263502.745777001
10018	285867.9781391455	6264326.752773943
10019	287634.1457062512	6263174.103070371
1002	303827.55009151314	6270278.710189244
10020	287595.52951033146	6262620.174475422
10021	281059.4033493608	6259967.681895673
10022	281540.0351508714	6263474.284968757
10023	287706.82815248094	6262849.111400809
10024	282543.2886852539	6261477.00762221
10025	285657.4612329061	6266093.705713882
10026	285689.66306273435	6265136.481998228
10027	287112.1676439412	6263928.157325762
10028	281208.0868022399	6266239.490607969
10029	282783.5580956348	6262125.109826867
1003	301777.6124351438	6272000.2520656595
10030	281840.5002147169	6261475.733598231
10031	283317.14015012886	6262762.073246341
10032	283384.11072076776	6261822.015169687
10033	281203.66099542764	6260424.601292967
10034	281827.5783071746	6261146.946220432
10035	284980.63251394435	6266719.586345299
10036	281573.12491343974	6262785.534990055
10037	287185.2899776244	6262773.345468108
10038	287539.52794734796	6262157.339485617
10039	286838.47830720793	6260067.912482393
1004	299538.6468226255	6271134.966062055
10040	282064.2827497498	6261042.878057428
10041	284923.0344942652	6264361.412005751
10042	286903.3744642265	6263840.0629592305
10043	283183.3029199227	6264323.29790817
10044	284398.1288825966	6265024.851927947
10045	285450.0158764512	6261215.204421151
10046	286975.6112105173	6263265.339428886
10047	284334.4397304797	6264178.123347905
10048	286701.9236308212	6266300.455043535
10049	283726.5264969314	6265410.970516551
1005	303636.1915497845	6265946.746003205
10050	280957.5778983641	6266338.504067185
10051	285890.8808601844	6264013.0966620045
10052	280987.1214277384	6261884.546586106
10053	282794.53301915224	6262323.0470030615
10054	286235.25228295743	6261911.55703492
10055	283541.2879725044	6260448.442504202
10056	283047.9967671523	6265844.1357719265
10057	281981.1533915449	6265248.466668335
10058	284412.71891092573	6261748.959898094
10059	284886.21448332083	6266880.828103492
1006	299282.6436130552	6269526.2861310765
10060	283508.15054447	6261414.669002553
10061	286530.17762942973	6259045.246327663
10062	284844.9602046437	6259992.018912908
10063	282412.6832301285	6259607.1620997535
10064	280456.3743916066	6261862.256811984
10065	280322.7453309703	6261680.654246004
10066	283308.57463613845	6259543.623737096
10067	287021.10355477285	6260313.839632361
